,ReviewText,aspects,terms
1238,"Again, the same problem, the right speaker did not work.","['MULTIMEDIA_DEVICES#QUALITY', 'MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE']",
1239,I returned the 2nd laptop for a full refund.,['LAPTOP#GENERAL'],
1240,the mouse pad and buttons are the worst i've ever seen.,['MOUSE#GENERAL'],
1241,sometimes you will be moving your finger and the pointer will not even move.,['MOUSE#OPERATION_PERFORMANCE'],
1242,the mouse buttons are hard to push.,['MOUSE#USABILITY'],
1243,i cant believe HP put this out.,"['COMPANY#GENERAL', 'LAPTOP#GENERAL']",
1244,do not buy you will be disappointed.,['LAPTOP#GENERAL'],
1245,i'm returning mine,['LAPTOP#GENERAL'],
1246,dell is a decently made pc.,['LAPTOP#GENERAL'],
1247,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,"['GRAPHICS#GENERAL', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#USABILITY']",
1248,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#USABILITY']",
1249,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,['LAPTOP#GENERAL'],
1250,"I love HP,, it's the only computer/printer we will buy.","['COMPANY#GENERAL', 'LAPTOP#GENERAL']",
1251,This is perfect for her field.,['LAPTOP#MISCELLANEOUS'],
1252,"At first when I got this product, I loved it.",['LAPTOP#GENERAL'],
1253,"The computer itself was fast, ran smoothly, and had no problems.","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL']",
1254,"Then, within 5 months, the charger crapped out on me.",['POWER_SUPPLY#QUALITY'],
1255,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",['SUPPORT#QUALITY'],
1256,"2 months later, the battery went.",['BATTERY#QUALITY'],
1257,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.","['BATTERY#OPERATION_PERFORMANCE', 'SUPPORT#QUALITY']",
1258,"THEN, one month after the warranty expired, the replacement charger went.",['POWER_SUPPLY#MISCELLANEOUS'],
1259,I had to pay $100 for a universal charger for this cheap $300 laptop.,['LAPTOP#MISCELLANEOUS'],
1260,Not worth it one bit.,['LAPTOP#GENERAL'],
1261,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#QUALITY', 'SUPPORT#QUALITY']",
1262,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.","['DISPLAY#QUALITY', 'LAPTOP#PRICE']",
1263,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",['LAPTOP#QUALITY'],
1264,And it is impossible to get them back in.,['LAPTOP#QUALITY'],
1265,Strengths:Well-shaped,['LAPTOP#DESIGN_FEATURES'],
1266,Weaknesses:A bad videocard!,['GRAPHICS#GENERAL'],
1267,After 20-30 min the screen of the notebook switched off.,['DISPLAY#OPERATION_PERFORMANCE'],
1268,"It was still working, but there was nothing on the screen.",['DISPLAY#OPERATION_PERFORMANCE'],
1269,I was said it's videocard.,['GRAPHICS#GENERAL'],
1270,Very disappointed!,['LAPTOP#GENERAL'],
1271,Didn't expect to repair it at once!,['LAPTOP#QUALITY'],
1272,Don't buy this model.,['LAPTOP#GENERAL'],
1273,An absolutely hateful machine that no one should get of their own free will.,['LAPTOP#GENERAL'],
1274,"Mine came at $1,700 w/o a DVD burner (!).","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PRICE']",
1275,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",['DISPLAY#DESIGN_FEATURES'],
1276,"The 4 USB ports are nice, but the two on the side only work now and then.","['LAPTOP#DESIGN_FEATURES', 'PORTS#QUALITY', 'PORTS#OPERATION_PERFORMANCE']",
1277,Keyboard could use some trimming.,['KEYBOARD#DESIGN_FEATURES'],
1278,"Did I mention everything about it, from size to weight to keyboard screams BULK?","['KEYBOARD#GENERAL', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL']",
1279,I'm glad I made the choice to switch and buy this MAC.,['LAPTOP#GENERAL'],
1280,The benefits were immediate!,['LAPTOP#GENERAL'],
1281,Awesome graphics!,['GRAPHICS#GENERAL'],
1282,The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,['POWER_SUPPLY#DESIGN_FEATURES'],
1283,This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!,"['LAPTOP#GENERAL', 'LAPTOP#USABILITY']",
1284,"I've saved a lot of time and headaches so far, using my new MacBook Pro.",['LAPTOP#GENERAL'],
1285,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.","['LAPTOP#GENERAL', 'LAPTOP#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",
1286,I especially like the backlit keyboard.,['KEYBOARD#DESIGN_FEATURES'],
1287,It makes doing schoolwork at night so much easier.,['LAPTOP#USABILITY'],
1288,"It is also very lightweight, making transporting this computer very easy.","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY']",
1289,The graphics on this computer are also stellar - very clear and vivid.,['GRAPHICS#QUALITY'],
1290,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.","['SOFTWARE#GENERAL', 'SOFTWARE#MISCELLANEOUS']",
1291,The program came with the computer and works beautifully.,['SOFTWARE#OPERATION_PERFORMANCE'],
1292,I definitely will buy a Mac again if and when this computer ever fails.,"['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
1293,My hp G60-244dx died after only 16 months.,['LAPTOP#QUALITY'],
1294,It started out getting hot after only a few months.,['LAPTOP#QUALITY'],
1295,At 16 months it started shutting off after only 5 or 10 minutes.,['LAPTOP#OPERATION_PERFORMANCE'],
1296,I use a cooling pad but it doesn't help.,['LAPTOP#QUALITY'],
1297,I took it to the shop and they said It would cost too much to repair it.,['SUPPORT#PRICE'],
1298,I will have to say that I love my MacBook Pro!,['LAPTOP#GENERAL'],
1299,It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,['LAPTOP#OPERATION_PERFORMANCE'],
1300,This is now my 3rd MacBook Pro and I really honestly love it!,['LAPTOP#GENERAL'],
1301,The MacBook Pro is very sturdy and versatile.,"['LAPTOP#QUALITY', 'LAPTOP#USABILITY']",
1302,I love it!,['LAPTOP#GENERAL'],
1303,"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!",['LAPTOP#DESIGN_FEATURES'],
1304,We are addicted to the Mac.,['LAPTOP#GENERAL'],
1305,This is a great laptop and I would recommend it to anyone.,['LAPTOP#GENERAL'],
1306,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,['OS#USABILITY'],
1307,Great laptop that offers many great features!,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL']",
1308,Lightweight and the screen is beautiful!,"['DISPLAY#GENERAL', 'LAPTOP#DESIGN_FEATURES']",
1309,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,"['LAPTOP#USABILITY', 'LAPTOP#GENERAL']",
1310,"Buy it, love it, and I promise you won't regret it.",['LAPTOP#GENERAL'],
1311,This computer is good for 10 days then it sucks for the rest of your life.,['LAPTOP#QUALITY'],
1312,You will regret it if you buy any dell.,['COMPANY#GENERAL'],
1313,Dell sucks,['COMPANY#GENERAL'],
1314,The only pro to this computer is it was under $600!,"['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1315,Everything is falling apart internally and externally.,['LAPTOP#QUALITY'],
1316,With in weeks of purchasing my computer is began to slow down.,"['LAPTOP#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",
1317,"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",['LAPTOP#USABILITY'],
1318,Nightly my computer defrags itself and runs a virus scan.,['LAPTOP#OPERATION_PERFORMANCE'],
1319,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",['LAPTOP#OPERATION_PERFORMANCE'],
1320,"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",['LAPTOP#OPERATION_PERFORMANCE'],
1321,"I have Vista, so I am unable to install and uninstall  some programs.","['OS#GENERAL', 'LAPTOP#USABILITY']",
1322,I can't even install one of the 3 printers I have in my house so I am unable to print.,"['LAPTOP#USABILITY', 'LAPTOP#CONNECTIVITY']",
1323,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.","['KEYBOARD#QUALITY', 'MOUSE#QUALITY', 'DISPLAY#QUALITY']",
1324,In short I would never buy a Compaq again.,['COMPANY#GENERAL'],
1325,I bought this laptop on Saturday and am completely in love with it!,['LAPTOP#GENERAL'],
1326,It was super easy to set up and Is really easy to get used to.,['LAPTOP#USABILITY'],
1327,The online tutorial videos make it super easy to learn if you have always used a PC.,['LAPTOP#USABILITY'],
1328,The performance is awesome.,['LAPTOP#OPERATION_PERFORMANCE'],
1329,I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.,"['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1330,"With all the goodies inside this machine, it is a value.","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL']",
1331,It is very well built.,['LAPTOP#QUALITY'],
1332,The keyboard is top notch.,['KEYBOARD#QUALITY'],
1333,The touch pad is among the best.,['MOUSE#GENERAL'],
1334,"The screen is huge and coloful, but no LED backlighting.","['DISPLAY#DESIGN_FEATURES', 'DISPLAY#DESIGN_FEATURES']",
1335,"The video card is great for media, and above average for gaming, but not a gamers first choice.","['GRAPHICS#MISCELLANEOUS', 'GRAPHICS#MISCELLANEOUS']",
1336,The problem I had with this unit was unresolvable.,['LAPTOP#GENERAL'],
1337,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.","['FANS_COOLING#QUALITY', 'FANS_COOLING#OPERATION_PERFORMANCE']",
1338,"I acually believe the issue is with the Nvidia grafics card, but still requires a return.","['GRAPHICS#GENERAL', 'LAPTOP#GENERAL']",
1339,"Sorry Toshiba, but 1st impressions do count for something.",['COMPANY#GENERAL'],
1340,I got the black MacBook two years ago and have never regretted it.,['LAPTOP#GENERAL'],
1341,So this was great for me.,['LAPTOP#GENERAL'],
1342,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,"['LAPTOP#OPERATION_PERFORMANCE', 'MEMORY#DESIGN_FEATURES']",
1343,Plus it is small and reasonably light so I can take it with me to and from work.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY']",
1344,I also travel with it and it never gives me any problems.,"['LAPTOP#PORTABILITY', 'LAPTOP#GENERAL']",
1345,But I am glad to have gotten mine right before they stopped making it.,['LAPTOP#GENERAL'],
1346,"I look forward to years of use, it has held up well over the years and it fits my needs very well.","['LAPTOP#QUALITY', 'LAPTOP#GENERAL']",
1347,The difference is the Toshiba had a lot more memory and hard drive space.,"['MEMORY#DESIGN_FEATURES', 'HARD_DISC#DESIGN_FEATURES']",
1348,It's super fast and a great value for the price!,"['LAPTOP#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#PRICE']",
1349,I would definitely recommend checking out this laptop if you are in the market for one.,['LAPTOP#GENERAL'],
1350,"A MONTH LATER, we reinstall the OS (Vista).",['OS#QUALITY'],
1351,"A coupla months later, they change my hard drive.",['HARD_DISC#QUALITY'],
1352,"A month or so ago, the freaking motherboard just died.",['MOTHERBOARD#QUALITY'],
1353,Went silently.,['MOTHERBOARD#QUALITY'],
1354,"One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.",['LAPTOP#OPERATION_PERFORMANCE'],
1355,THE MOTHERBOARD IS DEAD !,['MOTHERBOARD#QUALITY'],
1356,"And I'm still paying the bloody financing, for a product which didn't last me at least three years !",['LAPTOP#QUALITY'],
1357,"I initially purchased my Macbook Pro 13"" in April, and I loved it.",['LAPTOP#GENERAL'],
1358,I was so happy with my new Mac.,['LAPTOP#GENERAL'],
1359,Then the hard drive failed;,['HARD_DISC#QUALITY'],
1360,"my information was all lost (my fault, I know, but I never thought I would need to back up my information on a brand new Mac, the paragon of all computers!",['LAPTOP#MISCELLANEOUS'],
1361,"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",['LAPTOP#OPERATION_PERFORMANCE'],
1362,I can't even turn it off.,['LAPTOP#OPERATION_PERFORMANCE'],
1363,It's catatonic.,['LAPTOP#OPERATION_PERFORMANCE'],
1364,"Even if Apple replaces whatever needs replacing I wonder if, since I seem to be doubling the amount of time I get out of it each time it's ""like new,"" I might have 8 months next time.",['LAPTOP#QUALITY'],
1365,"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.","['LAPTOP#QUALITY', 'LAPTOP#GENERAL']",
1366,"Great battery, speed, display.","['BATTERY#OPERATION_PERFORMANCE', 'LAPTOP#OPERATION_PERFORMANCE', 'DISPLAY#GENERAL']",
1367,It WORKS!,['LAPTOP#OPERATION_PERFORMANCE'],
1368,My house is now 100% Macbook.,"['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
1369,"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.","['DISPLAY#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#DESIGN_FEATURES']",
